,mean_1,third quartile_1,std_1,peak count_1,coefOfVar_1,mean_2,third quartile_2,std_2,peak count_2,coefOfVar_2,mean_5,third quartile_5,std_5,peak count_5,coefOfVar_5,mean_10,third quartile_10,std_10,peak count_10,coefOfVar_10,mean_20,third quartile_20,std_20,peak count_20,coefOfVar_20,mean_30,third quartile_30,std_30,peak count_30,coefOfVar_30,mean_40,third quartile_40,std_40,peak count_40,coefOfVar_40,mean_50,third quartile_50,std_50,peak count_50,coefOfVar_50
1,9.75038893556,9.75088797836,0.000741940441951,1.0,7.60934201553e-05,9.75038893556,9.75141552408,0.00128411185164,1.0,0.000131698526092,9.75059770697,9.75129967085,0.000893066109438,2.0,9.15909092219e-05,9.7505028543,9.75152145395,0.00156927667178,2.0,0.000160943152905,9.75031112192,9.75169512868,0.00178821243565,4.0,0.000183400551355,9.75030970783,9.75209107719,0.00253986534637,5.0,0.000260490735421,9.75035773704,9.75211007732,0.00305745355812,10.0,0.000313573475003,9.75039670032,9.75247203955,0.00338356748933,11.0,0.000347018443796
2,9.75116597676,9.7518340504,0.00155828251561,1.0,0.000159804737129,9.75116597676,9.75270175005,0.00216900910807,1.0,0.000222435872104,9.75121126274,9.75244340845,0.00181445788046,2.0,0.00018607512765,9.75121800722,9.75313939039,0.00188164659525,2.0,0.000192965288424,9.75108078223,9.75269482562,0.002779283632,4.0,0.000285023136826,9.75106149731,9.75344990765,0.00336324277403,7.0,0.000344910425901,9.75111027304,9.75375188169,0.0034932252891,9.0,0.000358238722697,9.7511386693,9.75370535358,0.00372841540432,12.0,0.000382356925766
3,9.7506434745,9.75157234633,0.00134219129715,1.0,0.000137651561218,9.7506434745,9.75282029852,0.00213750494984,1.0,0.000219216809171,9.75053796566,9.7515234415,0.00135260630926,2.0,0.000138721198156,9.75053215143,9.75197099423,0.00208977789906,2.0,0.000214324497023,9.75062896851,9.75267373492,0.0026740515177,4.0,0.000274244002754,9.75064478211,9.75280693296,0.00302722085753,6.0,0.000310463659089,9.75065207715,9.75309659457,0.00343250376695,10.0,0.000352028124868,9.75063816727,9.75353312142,0.00373131683776,12.0,0.000382674115658
4,9.75069658191,9.75263735443,0.00153106767098,1.0,0.000157021363358,9.75069658191,9.75158710486,0.00234236954461,1.0,0.000240225867448,9.75049162296,9.75285192568,0.00304688827116,2.0,0.000312485604724,9.75075706838,9.75237465495,0.00296309960251,2.0,0.000303884055539,9.7507566687,9.75298862038,0.00307310270865,5.0,0.000315165562332,9.75066877188,9.75356083413,0.00363197648198,7.0,0.000372484858932,9.7506716851,9.75372917656,0.00413929852389,8.0,0.000424514193234,9.75067986852,9.75369088582,0.00443882848576,14.0,0.000455232716653
5,9.75187576923,9.75275411501,0.000822327045553,1.0,8.43250124399e-05,9.75187576923,9.7527556793,0.00131910606589,1.0,0.000135266906297,9.75183679163,9.75276460945,0.00103237385224,2.0,0.00010586455396,9.75188587123,9.7527080892,0.00128067567527,2.0,0.000131325949892,9.75190917896,9.75356951591,0.00226324166339,5.0,0.000232081905384,9.75184216439,9.75358139539,0.00275592052381,6.0,0.000282605119869,9.75185505187,9.75398370257,0.00312286743513,8.0,0.000320233167794,9.75187375179,9.75417767597,0.0034830329531,11.0,0.000357165509085
6,9.75366331841,9.75446725862,0.00114466737459,1.0,0.000117357687796,9.75366331841,9.75507296962,0.00137628347722,1.0,0.00014110426332,9.75375247144,9.75480985728,0.0012569338062,2.0,0.000128866691038,9.75353187028,9.75457488671,0.00126875551138,2.0,0.000130081649217,9.75353503299,9.75482875793,0.00207831135542,4.0,0.000213082882093,9.75356409609,9.75524758898,0.00271268020379,6.0,0.000278121943637,9.75357601753,9.75598100223,0.0031304692139,10.0,0.000320956048148,9.75356973269,9.75659279497,0.00362081277485,13.0,0.000371229495875
7,9.75245191278,9.75321228751,0.000976402094381,1.0,0.000100118626896,9.75245191278,9.75388183796,0.00170101331313,1.0,0.000174419041318,9.75264262774,9.75326755433,0.00136477695035,2.0,0.00013993919417,9.7525310758,9.75368941897,0.00193659786315,2.0,0.000198573872577,9.75247628571,9.75424110665,0.00268243848781,3.0,0.000275052039013,9.7524597065,9.75480691789,0.00324823231512,7.0,0.000333068006726,9.75243802464,9.75499942612,0.00372334985913,9.0,0.000381786569648,9.75243971992,9.75535156786,0.00416082378532,13.0,0.000426644399229
8,9.75221928365,9.75341517523,0.000843478689131,1.0,8.64909478138e-05,9.75221928365,9.75262578907,0.00111429427061,1.0,0.000114260583996,9.75230531462,9.75353497737,0.00195844417834,2.0,0.00020081858752,9.75209231519,9.75292828369,0.00143890594502,2.0,0.000147548433558,9.75213080612,9.75380033279,0.00214129056553,5.0,0.000219571559088,9.75217856551,9.75420359075,0.00280692199064,7.0,0.000287825122539,9.75216322116,9.75434093365,0.00335217254721,9.0,0.00034373630457,9.7521593131,9.7544194286,0.00374975672743,11.0,0.000384505277964
9,9.75179021068,9.75196093164,0.000119477669733,1.0,1.22518703901e-05,9.75179021068,9.75235530755,0.000947742602603,1.0,9.71865249485e-05,9.75188730689,9.75216324654,0.00139830080669,2.0,0.000143387711802,9.75190796866,9.75262481494,0.00101305293834,2.0,0.000103882536791,9.7518155029,9.75303760614,0.00152064511919,5.0,0.000155934566106,9.75181265313,9.75340916998,0.00233137217528,9.0,0.000239070648525,9.75181073739,9.75398382236,0.00290976328758,11.0,0.000298381845786,9.7518370575,9.75427035465,0.00331566522141,13.0,0.00034000416556
10,9.75240072627,9.75326758777,0.00103750186352,1.0,0.000106384252724,9.75240072627,9.75348766285,0.0018378353018,1.0,0.000188449526776,9.75245864723,9.75335367226,0.00122034300577,3.0,0.000125131830845,9.75238333581,9.75328548187,0.00163437907189,2.0,0.000167587656844,9.75241147831,9.75398986732,0.00234688905944,5.0,0.000240647050697,9.75237365323,9.75418933235,0.0027045266277,6.0,0.00027731983247,9.7523878878,9.75437040284,0.00295819324639,9.0,0.000303330146465,9.7524077431,9.75488950306,0.00331635773211,12.0,0.000340055278601
11,9.75232864081,9.75231165259,0.000589071970418,1.0,6.04032115933e-05,9.75232864081,9.75312475611,0.00113871907571,1.0,0.000116763812793,9.75216356935,9.75306162957,0.00137186300513,2.0,0.000140672682055,9.75236928267,9.7530418551,0.00135408687902,2.0,0.000138846965262,9.75234137391,9.75353712235,0.00190731875433,4.0,0.00019557547067,9.75227332702,9.75363438034,0.00225384662618,7.0,0.000231109870551,9.7522556543,9.75389894017,0.00265455618452,10.0,0.000272199199715,9.75226775206,9.75411159599,0.00307722374809,13.0,0.00031553930084
12,9.75223482756,9.75212633562,0.000607005616507,1.0,6.22427194628e-05,9.75223482756,9.75263823881,0.00088730868318,1.0,9.09851637978e-05,9.75222358442,9.75274425403,0.000665601612768,2.0,6.82512666989e-05,9.75228753592,9.7527773235,0.000946228098075,2.0,9.70262714865e-05,9.75225793134,9.75372732793,0.00162656405864,4.0,0.000166788457616,9.75217131569,9.75369912686,0.00215570681889,5.0,0.00022104890789,9.75216621632,9.7538086724,0.00256637274289,9.0,0.000263159249542,9.75218331349,9.75417285302,0.00291697627804,13.0,0.000299110074562
13,9.75236087484,9.7530252377,0.000596016640538,1.0,6.11151133749e-05,9.75236087484,9.75258308406,0.00136908675553,1.0,0.000140385161409,9.75233586557,9.75321351202,0.00118469416019,2.0,0.000121477990148,9.75220751113,9.75316639858,0.00154369364929,2.0,0.000158291714724,9.7522688576,9.75401301386,0.0022177327584,4.0,0.000227406851757,9.75230095636,9.75414183895,0.0028169707576,6.0,0.000288851909945,9.7522923039,9.75469280207,0.00358332873773,8.0,0.000367434509351,9.75231188164,9.75496649888,0.00393637715514,12.0,0.000403635281861
14,9.75282071755,9.75398576037,0.000817586784517,1.0,8.38308022054e-05,9.75282071755,9.7537186454,0.00118215353293,1.0,0.000121211449196,9.75314359481,9.75411118467,0.00113697304982,2.0,0.000116575034374,9.75299423824,9.7539670308,0.00171509544678,2.0,0.000175853220547,9.75286656439,9.75429277929,0.0025033033187,3.0,0.000256673594596,9.75280937128,9.7546475299,0.00323675516615,6.0,0.000331879260932,9.75276936512,9.75496882586,0.00370533020472,7.0,0.000379925953952,9.75274016513,9.75521904429,0.00402689850949,9.0,0.00041289918949
15,9.75320994246,9.75305442228,0.00152275862184,1.0,0.000156128969932,9.75320994246,9.75477426509,0.00201294043072,1.0,0.000206387480901,9.75333294414,9.7545676073,0.0013752332224,2.0,0.000141001361306,9.75309186612,9.75448123347,0.00186224583451,2.0,0.000190939023242,9.75318942734,9.75530759279,0.00244760843006,5.0,0.000250954669577,9.75322722502,9.75531371655,0.0031239953874,6.0,0.000320303763598,9.75321906335,9.75580753007,0.00375001128305,9.0,0.000384489598633,9.75321895075,9.7562474211,0.00412368978384,11.0,0.000422802954046
16,9.75409001853,9.75638216774,0.00197036728078,1.0,0.000202004213314,9.75409001853,9.75573894217,0.00213743307111,1.0,0.000219131981255,9.75416596561,9.75613417033,0.00207297194954,2.0,0.000212521701686,9.75413532188,9.75623761771,0.00227968217211,2.0,0.000233714429509,9.75412897636,9.75611224984,0.00280184747925,6.0,0.000287247327367,9.75404003891,9.75617484655,0.00320039664878,8.0,0.00032810985356,9.75402865633,9.75622491897,0.00362264620589,9.0,0.000371399996199,9.75402136845,9.75648414962,0.00389333601839,14.0,0.000399151885291
17,9.75533679349,9.7576334747,0.00170940094397,1.0,0.000175227260746,9.75533679349,9.7566735493,0.002548865419,1.0,0.000261279079642,9.75537758879,9.75694916052,0.00181541404758,2.0,0.000186093673059,9.75520271975,9.75670015599,0.00228191813072,2.0,0.000233918063651,9.75526008243,9.75707632967,0.00274509347356,4.0,0.000281396236529,9.75540316685,9.75697244389,0.00314104573654,6.0,0.000321980105058,9.75540885912,9.75715542823,0.00338924661956,7.0,0.000347422303719,9.75539205807,9.75732301509,0.00366839893445,13.0,0.000376038083617
