,mean_1,third quartile_1,std_1,peak count_1,coefOfVar_1,mean_2,third quartile_2,std_2,peak count_2,coefOfVar_2,mean_5,third quartile_5,std_5,peak count_5,coefOfVar_5,mean_10,third quartile_10,std_10,peak count_10,coefOfVar_10,mean_20,third quartile_20,std_20,peak count_20,coefOfVar_20,mean_30,third quartile_30,std_30,peak count_30,coefOfVar_30,mean_40,third quartile_40,std_40,peak count_40,coefOfVar_40,mean_50,third quartile_50,std_50,peak count_50,coefOfVar_50
833,10.1491657801,10.1754252145,0.0231020562319,1,0.0022762517366,10.1491657801,10.1726335076,0.0599604959812,1,0.00590792359496,10.1394739746,10.1924570935,0.0774862128724,2,0.00764203479062,10.1555478001,10.1880781847,0.0638372563408,2,0.00628594907901,10.1501655987,10.2112135664,0.113658817947,4,0.0111977304057,10.1477448141,10.2444224731,0.220281611317,7,0.0217074448907,10.1473103961,10.2720052955,0.319456950786,9,0.0314819334697,10.1474294244,10.2891815079,0.39046903156,13,0.0384796006189
834,10.0862075725,10.1395811128,0.0365122102764,1,0.0036200137677,10.0862075725,10.1856969058,0.138596280664,1,0.0137411687859,10.08825678,10.1366867923,0.0668023507701,2,0.0066217932619,10.0823497824,10.1508446283,0.127884525934,2,0.0126840001283,10.0863315445,10.2007004734,0.226417943718,6,0.0224479973435,10.0870548295,10.2099633755,0.31008975367,7,0.0307413570079,10.0871475747,10.2265947927,0.387752800986,10,0.0384402823607,10.086980643,10.2502455233,0.451194386148,14,0.0447303709719
835,10.1427459412,10.1548272462,0.0147069562063,1,0.00144999749492,10.1427459412,10.1699396696,0.0330985838012,1,0.00326327643355,10.1288939273,10.162341744,0.0423032193662,2,0.00417648952293,10.1435734124,10.1673415129,0.0408068224124,2,0.00402292375215,10.1428218667,10.2156509174,0.0835490233073,5,0.00823725629861,10.1413688823,10.2284176309,0.123473984794,7,0.012175277936,10.1424122851,10.2616315539,0.155784943779,9,0.0153597526308,10.1436292521,10.2836261,0.187867780662,12,0.0185207656937
836,10.1628107065,10.2413372683,0.0486326636244,1,0.00478535564901,10.1628107065,10.1628480497,0.0613630862395,1,0.00603800346297,10.1469634545,10.1529216177,0.0398058701259,2,0.00392293421616,10.1516634879,10.1793814643,0.0634741306584,3,0.00625258419312,10.1699702848,10.2105450618,0.096640929289,3,0.00950257735105,10.1688029894,10.2259376953,0.126506794246,4,0.0124406770765,10.1661201676,10.2381976079,0.157204203433,8,0.0154635397616,10.1643318111,10.2614585156,0.181239855819,13,0.0178309660869
837,10.1300909322,10.1692532212,0.0252577376771,1,0.00249333770508,10.1300909322,10.1506199264,0.0358669899451,1,0.00354063849823,10.1263201997,10.1572580976,0.035681096685,2,0.00352359948937,10.1355751851,10.1479589243,0.0372239838271,2,0.00367260694606,10.1357368816,10.1760765563,0.0586654987783,3,0.00578798556667,10.1312540598,10.1876389479,0.0906603842612,7,0.00894858462001,10.1306053927,10.2056833397,0.127283387567,11,0.012564242968,10.1308118731,10.2315429808,0.165920930347,12,0.0163778512942
838,10.1685798068,10.2080209798,0.025361326264,1,0.00249408735005,10.1685798068,10.2083542865,0.0492384565697,1,0.00484221567862,10.1761294836,10.1758451203,0.0985316097329,2,0.00968262146153,10.1842841226,10.1945114346,0.097236854257,2,0.00954773581393,10.1681072261,10.1934367496,0.112929068662,6,0.011106203559,10.1614029685,10.2182736179,0.131334422013,6,0.0129248315828,10.1623101558,10.2658436952,0.181577820133,8,0.0178677699607,10.1642898049,10.2995064819,0.23194193226,12,0.0228192954659
839,10.118189214,10.1296224156,0.0219280270751,1,0.00216718887256,10.118189214,10.1482600656,0.0493131904736,1,0.00487371696956,10.1078762447,10.135764698,0.0801610283001,2,0.00793055102376,10.1056104524,10.1506804221,0.100643104112,2,0.00995913157208,10.1204505016,10.1902087136,0.0885714201624,4,0.00875172702527,10.1232400815,10.2250572135,0.120169205015,11,0.0118706268,10.121779505,10.2457865371,0.175036060029,11,0.017293012552,10.120127151,10.2744980357,0.226486536127,14,0.0223798113154
840,10.1454414743,10.1520321249,0.0180501011742,1,0.00177913412835,10.1454414743,10.1556833573,0.0256227159805,1,0.00252553977521,10.1536528978,10.1648159854,0.045289987658,2,0.00446046246744,10.1605166284,10.1680638525,0.0666551295803,3,0.00656021066821,10.1428753491,10.1943911567,0.0719700542355,4,0.00709562641346,10.1380190501,10.2065122815,0.107425749419,7,0.0105963254644,10.1396595127,10.2571696086,0.168626660576,8,0.0166304066093,10.1415141053,10.286470138,0.233020019128,14,0.0229768471165
841,10.1657101029,10.1801095362,0.0179199328694,1,0.00176278220488,10.1657101029,10.1988759835,0.0367091591248,1,0.00361107672294,10.167008316,10.1885778709,0.0350903319675,2,0.00345139207885,10.1663781812,10.2053671137,0.110073714767,2,0.0108272299933,10.1577927088,10.2310267487,0.0965644895239,5,0.00950644419438,10.1597387128,10.2754044912,0.144626945276,8,0.0142353016513,10.1630268535,10.3173411203,0.199961866463,11,0.0196754243932,10.1650304745,10.352002896,0.254691427701,14,0.0250556482186
842,10.136691092,10.164082593,0.0172650366003,1,0.00170322213074,10.136691092,10.1516584273,0.0430427470831,1,0.00424623249269,10.1463258945,10.1483332316,0.0545997883083,2,0.0053812373933,10.1320541665,10.1536260674,0.231515936449,2,0.022849851831,10.1249534378,10.1923701059,0.124533985543,3,0.0122997094562,10.1336569077,10.2590624898,0.19752712064,6,0.0194921855397,10.1368911112,10.2877875399,0.278314406511,11,0.0274555979203,10.1377242532,10.3312972475,0.345140325144,16,0.0340451482526
